HCPCS,MOD,DESCRIPTION,CODE
21073,,Mnpj of tmj w/anesth,A
21076,,Prepare face/oral prosthesis,A
21077,,Prepare face/oral prosthesis,A
21079,,Prepare face/oral prosthesis,A
21080,,Prepare face/oral prosthesis,A
21081,,Prepare face/oral prosthesis,A
21082,,Prepare face/oral prosthesis,A
21083,,Prepare face/oral prosthesis,A
21084,,Prepare face/oral prosthesis,A
21085,,Prepare face/oral prosthesis,A
21086,,Prepare face/oral prosthesis,A
21087,,Prepare face/oral prosthesis,A
21088,,Prepare face/oral prosthesis,C
21089,,Prepare face/oral prosthesis,C
21100,,Maxillofacial fixation,A
21110,,Interdental fixation,A
21116,,Injection jaw joint x-ray,A
21120,,Reconstruction of chin,A
21121,,Reconstruction of chin,A
21122,,Reconstruction of chin,A
21123,,Reconstruction of chin,A
21125,,Augmentation lower jaw bone,A
21127,,Augmentation lower jaw bone,A
21137,,Reduction of forehead,A
21138,,Reduction of forehead,A
21139,,Reduction of forehead,A
21141,,Reconstruct midface lefort,A
21142,,Reconstruct midface lefort,A
21143,,Reconstruct midface lefort,A
21145,,Reconstruct midface lefort,A
21146,,Reconstruct midface lefort,A
21147,,Reconstruct midface lefort,A
21150,,Reconstruct midface lefort,A
21151,,Reconstruct midface lefort,A
21154,,Reconstruct midface lefort,A
21155,,Reconstruct midface lefort,A
21159,,Reconstruct midface lefort,A
21160,,Reconstruct midface lefort,A
21172,,Reconstruct orbit/forehead,A
21175,,Reconstruct orbit/forehead,A
21179,,Reconstruct entire forehead,A
21180,,Reconstruct entire forehead,A
21181,,Contour cranial bone lesion,A
21182,,Reconstruct cranial bone,A
21183,,Reconstruct cranial bone,A
21184,,Reconstruct cranial bone,A
21188,,Reconstruction of midface,A
21193,,Reconst lwr jaw w/o graft,A
21194,,Reconst lwr jaw w/graft,A
21195,,Reconst lwr jaw w/o fixation,A
21196,,Reconst lwr jaw w/fixation,A
21198,,Reconstr lwr jaw segment,A
21199,,Reconstr lwr jaw w/advance,A
21206,,Reconstruct upper jaw bone,A
21208,,Augmentation of facial bones,A
21209,,Reduction of facial bones,A
21210,,Face bone graft,A
21215,,Lower jaw bone graft,A
21230,,Rib cartilage graft,A
21235,,Ear cartilage graft,A
21240,,Reconstruction of jaw joint,A
21242,,Reconstruction of jaw joint,A
21243,,Reconstruction of jaw joint,A
21244,,Reconstruction of lower jaw,A
21245,,Reconstruction of jaw,A
21246,,Reconstruction of jaw,A
21247,,Reconstruct lower jaw bone,A
21248,,Reconstruction of jaw,A
21249,,Reconstruction of jaw,A
21255,,Reconstruct lower jaw bone,A
21256,,Reconstruction of orbit,A
21260,,Revise eye sockets,A
21261,,Revise eye sockets,A
21263,,Revise eye sockets,A
21267,,Revise eye sockets,A
21268,,Revise eye sockets,A
21270,,Augmentation cheek bone,A
21275,,Revision orbitofacial bones,A
21280,,Revision of eyelid,A
21282,,Revision of eyelid,A
21295,,Revision of jaw muscle/bone,A
21296,,Revision of jaw muscle/bone,A
21299,,Cranio/maxillofacial surgery,C
21310,,Treatment of nose fracture,A
21315,,Treatment of nose fracture,A
21320,,Treatment of nose fracture,A
21325,,Treatment of nose fracture,A
21330,,Treatment of nose fracture,A
21335,,Treatment of nose fracture,A
21336,,Treat nasal septal fracture,A
21337,,Treat nasal septal fracture,A
21338,,Treat nasoethmoid fracture,A
21339,,Treat nasoethmoid fracture,A
21340,,Treatment of nose fracture,A
21343,,Treatment of sinus fracture,A
21344,,Treatment of sinus fracture,A
21345,,Treat nose/jaw fracture,A
21346,,Treat nose/jaw fracture,A
21347,,Treat nose/jaw fracture,A
21348,,Treat nose/jaw fracture,A
21355,,Treat cheek bone fracture,A
21356,,Treat cheek bone fracture,A
21360,,Treat cheek bone fracture,A
21365,,Treat cheek bone fracture,A
21366,,Treat cheek bone fracture,A
21385,,Treat eye socket fracture,A
21386,,Treat eye socket fracture,A
21387,,Treat eye socket fracture,A
21390,,Treat eye socket fracture,A
21395,,Treat eye socket fracture,A
21400,,Treat eye socket fracture,A
21401,,Treat eye socket fracture,A
21406,,Treat eye socket fracture,A
21407,,Treat eye socket fracture,A
21408,,Treat eye socket fracture,A
21421,,Treat mouth roof fracture,A
21422,,Treat mouth roof fracture,A
21423,,Treat mouth roof fracture,A
21431,,Treat craniofacial fracture,A
21432,,Treat craniofacial fracture,A
21433,,Treat craniofacial fracture,A
21435,,Treat craniofacial fracture,A
21436,,Treat craniofacial fracture,A
21440,,Treat dental ridge fracture,A
21445,,Treat dental ridge fracture,A
21450,,Treat lower jaw fracture,A
21451,,Treat lower jaw fracture,A
21452,,Treat lower jaw fracture,A
21453,,Treat lower jaw fracture,A
21454,,Treat lower jaw fracture,A
21461,,Treat lower jaw fracture,A
21462,,Treat lower jaw fracture,A
21465,,Treat lower jaw fracture,A
21470,,Treat lower jaw fracture,A
21480,,Reset dislocated jaw,A
21485,,Reset dislocated jaw,A
21490,,Repair dislocated jaw,A
21495,,Treat hyoid bone fracture,A
21497,,Interdental wiring,A
21499,,Head surgery procedure,C
21501,,Drain neck/chest lesion,A
21502,,Drain chest lesion,A
21510,,Drainage of bone lesion,A
21550,,Biopsy of neck/chest,A
21552,,Exc neck les sc 3 cm/>,A
21554,,Exc neck tum deep 5 cm/>,A
21555,,Exc neck les sc < 3 cm,A
21556,,Exc neck tum deep < 5 cm,A
21557,,Resect neck tum < 5 cm,A
21558,,Resect neck tum 5 cm/>,A
21600,,Partial removal of rib,A
21610,,Partial removal of rib,A
21615,,Removal of rib,A
21616,,Removal of rib and nerves,A
21620,,Partial removal of sternum,A
21627,,Sternal debridement,A
21630,,Extensive sternum surgery,A
21632,,Extensive sternum surgery,A
21685,,Hyoid myotomy & suspension,A
21700,,Revision of neck muscle,A
21705,,Revision of neck muscle/rib,A
21720,,Revision of neck muscle,A
21725,,Revision of neck muscle,A
21740,,Reconstruction of sternum,A
21742,,Repair stern/nuss w/o scope,C
21743,,Repair sternum/nuss w/scope,C
21750,,Repair of sternum separation,A
21800,,Treatment of rib fracture,A
21805,,Treatment of rib fracture,A
21810,,Treatment of rib fracture(s),A
21820,,Treat sternum fracture,A
21825,,Treat sternum fracture,A
21899,,Neck/chest surgery procedure,C
21920,,Biopsy soft tissue of back,A
21925,,Biopsy soft tissue of back,A
21930,,Exc back les sc < 3 cm,A
21931,,Exc back les sc 3 cm/>,A
21932,,Exc back tum deep < 5 cm,A
21933,,Exc back tum deep 5 cm/>,A
21935,,Resect back tum < 5 cm,A
21936,,Resect back tum 5 cm/>,A
22010,,I&d p-spine c/t/cerv-thor,A
22015,,I&d p-spine l/s/ls,A
22100,,Remove part of neck vertebra,A
22101,,Remove part thorax vertebra,A
22102,,Remove part lumbar vertebra,A
22103,,Remove extra spine segment,A
22110,,Remove part of neck vertebra,A
22112,,Remove part thorax vertebra,A
22114,,Remove part lumbar vertebra,A
22116,,Remove extra spine segment,A
22206,,Cut spine 3 col thor,A
22207,,Cut spine 3 col lumb,A
22208,,Cut spine 3 col addl seg,A
22210,,Revision of neck spine,A
22212,,Revision of thorax spine,A
22214,,Revision of lumbar spine,A
22216,,Revise extra spine segment,A
22220,,Revision of neck spine,A
22222,,Revision of thorax spine,A
22224,,Revision of lumbar spine,A
22226,,Revise extra spine segment,A
22305,,Treat spine process fracture,A
22310,,Treat spine fracture,A
22315,,Treat spine fracture,A
22318,,Treat odontoid fx w/o graft,A
22319,,Treat odontoid fx w/graft,A
22325,,Treat spine fracture,A
22326,,Treat neck spine fracture,A
22327,,Treat thorax spine fracture,A
22328,,Treat each add spine fx,A
22505,,Manipulation of spine,A
22520,,Percut vertebroplasty thor,A
22521,,Percut vertebroplasty lumb,A
22522,,Percut vertebroplasty addl,A
22523,,Percut kyphoplasty thor,A
22524,,Percut kyphoplasty lumbar,A
22525,,Percut kyphoplasty add-on,A
22526,,Idet single level,N
22527,,Idet 1 or more levels,N
22532,,Lat thorax spine fusion,A
22533,,Lat lumbar spine fusion,A
22534,,Lat thor/lumb addl seg,A
22548,,Neck spine fusion,A
22551,,Neck spine fuse&remov bel c2,A
22552,,Addl neck spine fusion,A
22554,,Neck spine fusion,A
22556,,Thorax spine fusion,A
22558,,Lumbar spine fusion,A
22585,,Additional spinal fusion,A
22590,,Spine & skull spinal fusion,A
22595,,Neck spinal fusion,A
22600,,Neck spine fusion,A
22610,,Thorax spine fusion,A
22612,,Lumbar spine fusion,A
22614,,Spine fusion extra segment,A
22630,,Lumbar spine fusion,A
22632,,Spine fusion extra segment,A
22633,,Lumbar spine fusion combined,A
22634,,Spine fusion extra segment,A
22800,,Fusion of spine,A
22802,,Fusion of spine,A
22804,,Fusion of spine,A
22808,,Fusion of spine,A
22810,,Fusion of spine,A
22812,,Fusion of spine,A
22818,,Kyphectomy 1-2 segments,A
22819,,Kyphectomy 3 or more,A
22830,,Exploration of spinal fusion,A
22840,,Insert spine fixation device,A
22841,,Insert spine fixation device,B
22842,,Insert spine fixation device,A
22843,,Insert spine fixation device,A
22844,,Insert spine fixation device,A
22845,,Insert spine fixation device,A
22846,,Insert spine fixation device,A
22847,,Insert spine fixation device,A
22848,,Insert pelv fixation device,A
22849,,Reinsert spinal fixation,A
22850,,Remove spine fixation device,A
22851,,Apply spine prosth device,A
22852,,Remove spine fixation device,A
22855,,Remove spine fixation device,A
22856,,Cerv artific diskectomy,A
22857,,Lumbar artif diskectomy,R
22861,,Revise cerv artific disc,A
22862,,Revise lumbar artif disc,R
22864,,Remove cerv artif disc,A
22865,,Remove lumb artif disc,R
22899,,Spine surgery procedure,C
22900,,Exc abdl tum deep < 5 cm,A
22901,,Exc abdl tum deep 5 cm/>,A
22902,,Exc abd les sc < 3 cm,A
22903,,Exc abd les sc 3 cm/>,A
22904,,Resect abd tum < 5 cm,A
22905,,Resect abd tum 5 cm/>,A
22999,,Abdomen surgery procedure,C
23000,,Removal of calcium deposits,A
23020,,Release shoulder joint,A
23030,,Drain shoulder lesion,A
23031,,Drain shoulder bursa,A
23035,,Drain shoulder bone lesion,A
23040,,Exploratory shoulder surgery,A
23044,,Exploratory shoulder surgery,A
23065,,Biopsy shoulder tissues,A
23066,,Biopsy shoulder tissues,A
23071,,Exc shoulder les sc 3 cm/>,A
23073,,Exc shoulder tum deep 5 cm/>,A
23075,,Exc shoulder les sc < 3 cm,A
23076,,Exc shoulder tum deep < 5 cm,A
23077,,Resect shoulder tum < 5 cm,A
23078,,Resect shoulder tum 5 cm/>,A
23100,,Biopsy of shoulder joint,A
23101,,Shoulder joint surgery,A
23105,,Remove shoulder joint lining,A
23106,,Incision of collarbone joint,A
23107,,Explore treat shoulder joint,A
23120,,Partial removal collar bone,A
23125,,Removal of collar bone,A
23130,,Remove shoulder bone part,A
23140,,Removal of bone lesion,A
23145,,Removal of bone lesion,A
23146,,Removal of bone lesion,A
23150,,Removal of humerus lesion,A
23155,,Removal of humerus lesion,A
23156,,Removal of humerus lesion,A
23170,,Remove collar bone lesion,A
23172,,Remove shoulder blade lesion,A
23174,,Remove humerus lesion,A
23180,,Remove collar bone lesion,A
23182,,Remove shoulder blade lesion,A
23184,,Remove humerus lesion,A
23190,,Partial removal of scapula,A
23195,,Removal of head of humerus,A
23200,,Resect clavicle tumor,A
23210,,Resect scapula tumor,A
23220,,Resect prox humerus tumor,A
23330,,Remove shoulder foreign body,A
23331,,Remove shoulder foreign body,A
23332,,Remove shoulder foreign body,A
23350,,Injection for shoulder x-ray,A
23395,,Muscle transfer shoulder/arm,A
23397,,Muscle transfers,A
23400,,Fixation of shoulder blade,A
23405,,Incision of tendon & muscle,A
23406,,Incise tendon(s) & muscle(s),A
23410,,Repair rotator cuff acute,A
23412,,Repair rotator cuff chronic,A
23415,,Release of shoulder ligament,A
23420,,Repair of shoulder,A
23430,,Repair biceps tendon,A
23440,,Remove/transplant tendon,A
23450,,Repair shoulder capsule,A
23455,,Repair shoulder capsule,A
23460,,Repair shoulder capsule,A
23462,,Repair shoulder capsule,A
23465,,Repair shoulder capsule,A
23466,,Repair shoulder capsule,A
23470,,Reconstruct shoulder joint,A
23472,,Reconstruct shoulder joint,A
23480,,Revision of collar bone,A
23485,,Revision of collar bone,A
23490,,Reinforce clavicle,A
23491,,Reinforce shoulder bones,A
23500,,Treat clavicle fracture,A
23505,,Treat clavicle fracture,A
23515,,Treat clavicle fracture,A
23520,,Treat clavicle dislocation,A
23525,,Treat clavicle dislocation,A
23530,,Treat clavicle dislocation,A
23532,,Treat clavicle dislocation,A
23540,,Treat clavicle dislocation,A
23545,,Treat clavicle dislocation,A
23550,,Treat clavicle dislocation,A
23552,,Treat clavicle dislocation,A
23570,,Treat shoulder blade fx,A
23575,,Treat shoulder blade fx,A
23585,,Treat scapula fracture,A
23600,,Treat humerus fracture,A
23605,,Treat humerus fracture,A
23615,,Treat humerus fracture,A
23616,,Treat humerus fracture,A
23620,,Treat humerus fracture,A
23625,,Treat humerus fracture,A
23630,,Treat humerus fracture,A
23650,,Treat shoulder dislocation,A
23655,,Treat shoulder dislocation,A
23660,,Treat shoulder dislocation,A
23665,,Treat dislocation/fracture,A
23670,,Treat dislocation/fracture,A
23675,,Treat dislocation/fracture,A
23680,,Treat dislocation/fracture,A
23700,,Fixation of shoulder,A
23800,,Fusion of shoulder joint,A
23802,,Fusion of shoulder joint,A
23900,,Amputation of arm & girdle,A
23920,,Amputation at shoulder joint,A
23921,,Amputation follow-up surgery,A
23929,,Shoulder surgery procedure,C
23930,,Drainage of arm lesion,A
23931,,Drainage of arm bursa,A
23935,,Drain arm/elbow bone lesion,A
24000,,Exploratory elbow surgery,A
24006,,Release elbow joint,A
24065,,Biopsy arm/elbow soft tissue,A
24066,,Biopsy arm/elbow soft tissue,A
24071,,Exc arm/elbow les sc 3 cm/>,A
24073,,Ex arm/elbow tum deep 5 cm/>,A
24075,,Exc arm/elbow les sc < 3 cm,A
24076,,Ex arm/elbow tum deep < 5 cm,A
24077,,Resect arm/elbow tum < 5 cm,A
24079,,Resect arm/elbow tum 5 cm/>,A
24100,,Biopsy elbow joint lining,A
24101,,Explore/treat elbow joint,A
24102,,Remove elbow joint lining,A
24105,,Removal of elbow bursa,A
24110,,Remove humerus lesion,A
24115,,Remove/graft bone lesion,A
24116,,Remove/graft bone lesion,A
24120,,Remove elbow lesion,A
24125,,Remove/graft bone lesion,A
24126,,Remove/graft bone lesion,A
24130,,Removal of head of radius,A
24134,,Removal of arm bone lesion,A
24136,,Remove radius bone lesion,A
24138,,Remove elbow bone lesion,A
24140,,Partial removal of arm bone,A
24145,,Partial removal of radius,A
24147,,Partial removal of elbow,A
24149,,Radical resection of elbow,A
24150,,Resect distal humerus tumor,A
24152,,Resect radius tumor,A
24155,,Removal of elbow joint,A
24160,,Remove elbow joint implant,A
24164,,Remove radius head implant,A
24200,,Removal of arm foreign body,A
24201,,Removal of arm foreign body,A
24220,,Injection for elbow x-ray,A
24300,,Manipulate elbow w/anesth,A
24301,,Muscle/tendon transfer,A
24305,,Arm tendon lengthening,A
24310,,Revision of arm tendon,A
24320,,Repair of arm tendon,A
24330,,Revision of arm muscles,A
24331,,Revision of arm muscles,A
24332,,Tenolysis triceps,A
24340,,Repair of biceps tendon,A
24341,,Repair arm tendon/muscle,A
24342,,Repair of ruptured tendon,A
24343,,Repr elbow lat ligmnt w/tiss,A
24344,,Reconstruct elbow lat ligmnt,A
24345,,Repr elbw med ligmnt w/tissu,A
24346,,Reconstruct elbow med ligmnt,A
24357,,Repair elbow perc,A
24358,,Repair elbow w/deb open,A
24359,,Repair elbow deb/attch open,A
24360,,Reconstruct elbow joint,A
24361,,Reconstruct elbow joint,A
24362,,Reconstruct elbow joint,A
24363,,Replace elbow joint,A
24365,,Reconstruct head of radius,A
24366,,Reconstruct head of radius,A
24400,,Revision of humerus,A
24410,,Revision of humerus,A
24420,,Revision of humerus,A
24430,,Repair of humerus,A
24435,,Repair humerus with graft,A
24470,,Revision of elbow joint,A
24495,,Decompression of forearm,A
24498,,Reinforce humerus,A
24500,,Treat humerus fracture,A
24505,,Treat humerus fracture,A
24515,,Treat humerus fracture,A
24516,,Treat humerus fracture,A
24530,,Treat humerus fracture,A
24535,,Treat humerus fracture,A
24538,,Treat humerus fracture,A
24545,,Treat humerus fracture,A
24546,,Treat humerus fracture,A
24560,,Treat humerus fracture,A
24565,,Treat humerus fracture,A
24566,,Treat humerus fracture,A
24575,,Treat humerus fracture,A
24576,,Treat humerus fracture,A
24577,,Treat humerus fracture,A
24579,,Treat humerus fracture,A
24582,,Treat humerus fracture,A
24586,,Treat elbow fracture,A
24587,,Treat elbow fracture,A
24600,,Treat elbow dislocation,A
24605,,Treat elbow dislocation,A
24615,,Treat elbow dislocation,A
24620,,Treat elbow fracture,A
24635,,Treat elbow fracture,A
24640,,Treat elbow dislocation,A
24650,,Treat radius fracture,A
24655,,Treat radius fracture,A
24665,,Treat radius fracture,A
24666,,Treat radius fracture,A
24670,,Treat ulnar fracture,A
24675,,Treat ulnar fracture,A
24685,,Treat ulnar fracture,A
24800,,Fusion of elbow joint,A
24802,,Fusion/graft of elbow joint,A
24900,,Amputation of upper arm,A
24920,,Amputation of upper arm,A
24925,,Amputation follow-up surgery,A
24930,,Amputation follow-up surgery,A
24931,,Amputate upper arm & implant,A
24935,,Revision of amputation,A
24940,,Revision of upper arm,C
24999,,Upper arm/elbow surgery,C
25000,,Incision of tendon sheath,A
25001,,Incise flexor carpi radialis,A
25020,,Decompress forearm 1 space,A
25023,,Decompress forearm 1 space,A
25024,,Decompress forearm 2 spaces,A
25025,,Decompress forearm 2 spaces,A
25028,,Drainage of forearm lesion,A
25031,,Drainage of forearm bursa,A
25035,,Treat forearm bone lesion,A
25040,,Explore/treat wrist joint,A
25065,,Biopsy forearm soft tissues,A
25066,,Biopsy forearm soft tissues,A
25071,,Exc forearm les sc 3 cm/>,A
25073,,Exc forearm tum deep 3 cm/>,A
25075,,Exc forearm les sc < 3 cm,A
25076,,Exc forearm tum deep < 3 cm,A
25077,,Resect forearm/wrist tum<3cm,A
25078,,Resect forarm/wrist tum 3cm>,A
25085,,Incision of wrist capsule,A
25100,,Biopsy of wrist joint,A
25101,,Explore/treat wrist joint,A
25105,,Remove wrist joint lining,A
25107,,Remove wrist joint cartilage,A
25109,,Excise tendon forearm/wrist,A
25110,,Remove wrist tendon lesion,A
25111,,Remove wrist tendon lesion,A
25112,,Reremove wrist tendon lesion,A
25115,,Remove wrist/forearm lesion,A
25116,,Remove wrist/forearm lesion,A
25118,,Excise wrist tendon sheath,A
25119,,Partial removal of ulna,A
25120,,Removal of forearm lesion,A
25125,,Remove/graft forearm lesion,A
25126,,Remove/graft forearm lesion,A
25130,,Removal of wrist lesion,A
25135,,Remove & graft wrist lesion,A
25136,,Remove & graft wrist lesion,A
25145,,Remove forearm bone lesion,A
25150,,Partial removal of ulna,A
25151,,Partial removal of radius,A
25170,,Resect radius/ulnar tumor,A
25210,,Removal of wrist bone,A
25215,,Removal of wrist bones,A
25230,,Partial removal of radius,A
25240,,Partial removal of ulna,A
25246,,Injection for wrist x-ray,A
25248,,Remove forearm foreign body,A
25250,,Removal of wrist prosthesis,A
25251,,Removal of wrist prosthesis,A
25259,,Manipulate wrist w/anesthes,A
25260,,Repair forearm tendon/muscle,A
25263,,Repair forearm tendon/muscle,A
25265,,Repair forearm tendon/muscle,A
25270,,Repair forearm tendon/muscle,A
25272,,Repair forearm tendon/muscle,A
25274,,Repair forearm tendon/muscle,A
25275,,Repair forearm tendon sheath,A
25280,,Revise wrist/forearm tendon,A
25290,,Incise wrist/forearm tendon,A
25295,,Release wrist/forearm tendon,A
25300,,Fusion of tendons at wrist,A
25301,,Fusion of tendons at wrist,A
25310,,Transplant forearm tendon,A
25312,,Transplant forearm tendon,A
25315,,Revise palsy hand tendon(s),A
25316,,Revise palsy hand tendon(s),A
25320,,Repair/revise wrist joint,A
25332,,Revise wrist joint,A
25335,,Realignment of hand,A
25337,,Reconstruct ulna/radioulnar,A
25350,,Revision of radius,A
25355,,Revision of radius,A
25360,,Revision of ulna,A
25365,,Revise radius & ulna,A
25370,,Revise radius or ulna,A
25375,,Revise radius & ulna,A
25390,,Shorten radius or ulna,A
25391,,Lengthen radius or ulna,A
25392,,Shorten radius & ulna,A
25393,,Lengthen radius & ulna,A
25394,,Repair carpal bone shorten,A
25400,,Repair radius or ulna,A
25405,,Repair/graft radius or ulna,A
25415,,Repair radius & ulna,A
25420,,Repair/graft radius & ulna,A
